node,final_value
0,11.536991714620074
1,11.043561366432002
2,12.089560969107248
3,12.794229334752824
4,11.585811839157515
5,7.795785916436804
6,6.864285953570205
7,8.403407670932635
8,8.534521227095352
9,8.487835097360334
